review_id,window_id,side,segment,eligible_full_window,strict_visible_phase,kind,frame_index,event_time_seconds,normalized_value,prominence,observed_run_start,observed_run_end
R3-09,jiufu_440a29cebcae1c_first30,left,jiufu_440a29cebcae1c_first30,True,True,maximum,188,21.60919540229885,0.5447052411489853,0.16881427588844322,19.42528735632184,22.183908045977013
R3-09,jiufu_440a29cebcae1c_first30,left,jiufu_440a29cebcae1c_first30,True,True,minimum,184,21.149425287356323,0.10653686537947228,0.5010232408377387,19.42528735632184,22.183908045977013
R3-09,jiufu_440a29cebcae1c_first30,left,jiufu_440a29cebcae1c_first30,True,True,minimum,190,21.83908045977012,0.3758909652605421,0.16881427588844322,19.42528735632184,22.183908045977013
R3-09,jiufu_440a29cebcae1c_first30,left,jiufu_440a29cebcae1c_first30,True,True,maximum,208,23.908045977011497,0.6456222857583614,0.08381089535063313,23.218390804597703,25.517241379310345
R3-09,jiufu_440a29cebcae1c_first30,left,jiufu_440a29cebcae1c_first30,True,True,maximum,219,25.17241379310345,0.6811911486250484,0.06678741502469876,23.218390804597703,25.517241379310345
R3-09,jiufu_440a29cebcae1c_first30,left,jiufu_440a29cebcae1c_first30,True,True,minimum,215,24.712643678160923,0.25064319110378425,0.3949790946545772,23.218390804597703,25.517241379310345
R3-09,jiufu_440a29cebcae1c_first30,left,jiufu_440a29cebcae1c_first30,True,True,maximum,239,27.471264367816094,0.3274518483762508,0.041308462381242084,25.977011494252874,29.88505747126437
R3-09,jiufu_440a29cebcae1c_first30,left,jiufu_440a29cebcae1c_first30,True,True,minimum,233,26.7816091954023,0.2861433859950087,0.041308462381242084,25.977011494252874,29.88505747126437
R3-09,jiufu_440a29cebcae1c_first30,left,jiufu_440a29cebcae1c_first30,True,True,minimum,251,28.85057471264368,0.2031748378358894,0.32639669960562645,25.977011494252874,29.88505747126437
R3-09,jiufu_440a29cebcae1c_first30,right,jiufu_440a29cebcae1c_first30,True,True,maximum,21,2.413793103448276,0.8738023620467325,0.14380000979403473,0.0,4.8275862068965525
R3-09,jiufu_440a29cebcae1c_first30,right,jiufu_440a29cebcae1c_first30,True,True,maximum,32,3.6781609195402303,0.81739531748776,0.11280526348277553,0.0,4.8275862068965525
R3-09,jiufu_440a29cebcae1c_first30,right,jiufu_440a29cebcae1c_first30,True,True,minimum,11,1.264367816091954,0.7300023522526977,0.14380000979403473,0.0,4.8275862068965525
R3-09,jiufu_440a29cebcae1c_first30,right,jiufu_440a29cebcae1c_first30,True,True,minimum,28,3.218390804597701,0.7045900540049844,0.11280526348277553,0.0,4.8275862068965525
R3-09,jiufu_440a29cebcae1c_first30,right,jiufu_440a29cebcae1c_first30,True,True,minimum,37,4.252873563218391,0.1057663295616394,0.5788546017671303,0.0,4.8275862068965525
R3-09,jiufu_440a29cebcae1c_first30,right,jiufu_440a29cebcae1c_first30,True,True,maximum,129,14.827586206896552,0.8831913159463946,0.07008145998732973,14.13793103448276,16.32183908045977
R3-09,jiufu_440a29cebcae1c_first30,right,jiufu_440a29cebcae1c_first30,True,True,maximum,138,15.862068965517242,0.7992020638439528,0.10782219546103566,14.13793103448276,16.32183908045977
R3-09,jiufu_440a29cebcae1c_first30,right,jiufu_440a29cebcae1c_first30,True,True,minimum,136,15.632183908045976,0.6913798683829171,0.10782219546103566,14.13793103448276,16.32183908045977
R3-09,jiufu_440a29cebcae1c_first30,right,jiufu_440a29cebcae1c_first30,True,True,minimum,183,21.03448275862069,0.7159865082687691,0.24399819040917614,19.42528735632184,22.183908045977013
R3-09,jiufu_440a29cebcae1c_first30,right,jiufu_440a29cebcae1c_first30,True,True,maximum,207,23.793103448275865,0.8841440327804819,0.0609408026544771,23.218390804597703,25.517241379310345
R3-09,jiufu_440a29cebcae1c_first30,right,jiufu_440a29cebcae1c_first30,True,True,minimum,215,24.712643678160923,0.5701687283798078,0.27202586645316007,23.218390804597703,25.517241379310345
R3-09,jiufu_440a29cebcae1c_first30,right,jiufu_440a29cebcae1c_first30,True,True,maximum,242,27.81609195402299,0.859364237359229,0.21556329437632726,25.977011494252874,29.88505747126437
R3-09,jiufu_440a29cebcae1c_first30,right,jiufu_440a29cebcae1c_first30,True,True,minimum,233,26.7816091954023,0.6438009429829017,0.21556329437632726,25.977011494252874,29.88505747126437
R3-09,jiufu_440a29cebcae1c_first30,right,jiufu_440a29cebcae1c_first30,True,True,minimum,252,28.965517241379317,0.6380832009855887,0.13925798939968492,25.977011494252874,29.88505747126437
R3-10,jiufu_f920435ef76ec4_first30,left,jiufu_f920435ef76ec4_first30,True,True,maximum,72,8.275862068965518,0.8770713922913996,0.2708655283017899,7.586206896551725,8.85057471264368
